artist_name,track_name,release_date,genre,lyrics
Bob Dylan,Like a Rolling Stone,1965,classic,"Once upon a time you dressed so fine Threw the bums a dime in your prime didn't you? People call say ""Beware doll you're bound to fall"" You thought they were all a-kiddin' you You used to laugh about Everybody that was hangin' out Now you don't talk so loud Now you don't seem so proud About having to be scrounging your next meal [Chorus] How does it feel? How does it feel To be without a home Like a complete unknown Like a rolling stone? [Verse 2] Aw you've gone to the finest school all right Miss Lonely But ya know ya only used to get juiced in it Nobody's ever taught ya how to live out on the street And now you’re gonna have to get used to it You say you never compromise With the mystery tramp but now you realize He's not selling any alibis As you stare into the vacuum of his eyes And say “Do you want to make a deal?"" [Chorus] How does it feel? How does it feel To be on your own With no direction home A complete unknown Like a rolling stone? [Verse 3] Aw you never turned around to see the frowns On the jugglers and the clowns when they all did tricks for you Never understood that it ain't no good You shouldn't let other people get your kicks for you You used to ride on a chrome horse with your diplomat Who carried on his shoulder a Siamese cat Ain't it hard when you discover that He really wasn't where it's at After he took from you everything he could steal? [Chorus] How does it feel? How does it feel? To hang on your own With no direction home Like a complete unknown Like a rolling stone? [Verse 4] Aw princess on the steeple and all the pretty people They're all drinkin' thinkin' that they got it made Exchangin' all precious gifts But you'd better take your diamond ring ya better pawn it babe You used to be so amused At Napoleon in rags and the language that he used Go to him now he calls ya ya can't refuse When ya ain't got nothin' you got nothin' to lose You're invisible now ya got no secrets to conceal [Chorus] How does it feel? Aw how does it feel To be on your own With no direction home Like a complete unknown Like a rolling stone?"
Fleetwood Mac,Rhiannon,1975,classic,Rhiannon rings like a bell through the night And wouldn't you love to love her? Takes to the sky like a bird in flight And who will be her lover? [Chorus] All your life you've never seen Woman taken by the wind Would you stay if she promised you heaven? Will you ever win? [Verse 2] She is like a cat in the dark And then she is the darkness She rules her life like a fine skylark And when the sky is starless [Chorus] All your life you've never seen Woman taken by the wind Would you stay if she promised you heaven? Will you ever win? Will you ever win? [Post-Chorus] Rhiannon Rhiannon Rhiannon Rhiannon [Verse 3] She rings like a bell through the night And wouldn't you love to love her? She rules her life like a bird in flight And who will be her lover? [Chorus] All your life you've never seen Woman taken by the wind Would you stay if she promised you heaven? Will you ever win? Will you ever win? [Post-Chorus] Rhiannon Rhiannon Rhiannon [Bridge] Taken by taken by the sky (Ah-ah) Taken by taken by the sky (Ah-ah) Taken by taken by the sky (Ah-ah) [Guitar Solo] [Outro] Dreams unwind Love's a state of mind Dreams unwind Love's a state of mind
Aerosmith,Sweet Emotion,1975,classic,Sweet emotion Sweet emotion Sweet emotion Sweet emotion (Emotion) [Chorus] Sweet emotion Sweet emotion [Verse 1] Talk about things that nobody cares Wearing out things that nobody wears You're calling my name but I got to make clear I can't say baby where I'll be in a year [Instrumental Break] [Verse 2] Some sweathog mama with a face like a gent Said my get up and go musta got up and went Well I got good news she's a real good liar ‘Cause the backstage boogie set your pants on fire [Chorus] Sweet emotion Sweet emotion [Verse 3] I pulled into town in a police car Your daddy said I took it just a little too far You're telling me things but your girlfriend lied You can't catch me because the rabbit done died yes it did [Instrumental Break] [Verse 4] You stand in the front just a-shaking your ass I'll take you backstage you can drink from my glass I'll talk about something you can sure understand 'Cause a month on the road and I'll be eating from your hand [Instrumental Outro]
Zach Bryan,Hey Driver (feat. The War and Treaty),2023,classic,"Alright man I'm ready when y'all are This is your song Mike let's do it Alright here we go One two three and [Chorus: Mike Trotter & Tanya Trotter] So take me down a road that's a little bit windy To a place they still put sugar in their iced tea Where the women are fine and the love is fair Hey driver you can drop me off anywhere [Verse 1: Zach Bryan] Hey driver pull on over I'm in a fight with God This Carolina shoulder Seems the place I'm gettin' off Daddy always told me ""Never make a home on the road While your lady's sneakin' out And the kids are growin' old"" [Verse 2: Mike Trotter & Zach Bryan Zach Bryan Tanya Trotter] Hey driver I've been ridin' This lonely way too long All the love I've had worth givin' Was all spent on my songs Hey driver the boys are gamblin' With more than just their cards With their bottles and their drugs And their Bibles and their hearts (Ooh) [Chorus: All Mike Trotter & Tanya Trotter] So take me down a road that's a little bit windy To a place they still put sugar in their iced tea Where the women are fine and the love is fair Hey driver you can drop me off anywhere Hey driver you can drop me off anywhere [Verse 3: Zach Bryan Zach Bryan & Tanya Trotter Tanya Trotter] Hey driver I've been feelin' Like there's no point at all The Klonopin ain't kicked in And I missed my sister's call Hey driver I'm so tired Of the ways of this old world Just drive until the tires melt We'll come back when it's healed (Oh) [Chorus: All Mike Trotter & Tanya Trotter Zach Bryan Mike Trotter] So take me down a road that's a little bit windy To a place they still put sugar in their iced tea Where the women are fine and the love is fair Hey driver you can drop me off anywhere Hey driver you can drop me off anywhere Michael Trotter Jr Hey driver you can drop me off anywhere [Chorus: Zach Bryan All Mike Trotter & Tanya Trotter Mike Trotter] So take me down a road that's a little bit windy To a place they still put sugar in their iced tea Where the women are fine and the love is fair Hey driver you can drop me off anywhere Hey driver you can drop me off anywhere Hey driver you can drop me off anywhere Hey driver you can drop me off anywhere"
Eric Clapton,Wonderful Tonight,1977,classic,"Pattie Boyd had previously been married to Eric Clapton’s good… Read More [Verse 1] It's late in the evening she's wondering what clothes to wear She puts on her makeup and brushes her long blonde hair And then she asks me ""Do I look all right?"" And I say ""Yes you look wonderful tonight"" [Verse 2] We go to a party and everyone turns to see This beautiful lady that's walking around with me And then she asks me ""Do you feel all right?"" And I say ""Yes I feel wonderful tonight"" [Bridge] I feel wonderful because I see the love light in your eyes And the wonder of it all is that you just don't realize How much I love you [Verse 3] It's time to go home now and I've got an aching head So I give her the car keys and she helps me to bed And then I tell her as I turn out the light I say ""My darling you were wonderful tonight Oh my darling you were wonderful tonight"""
Journey,Don't Stop Believin',2001,classic,Just a small-town girl livin' in a lonely world She took the midnight train goin' anywhere Just a city boy born and raised in South Detroit He took the midnight train goin' anywhere [Verse 2] A singer in a smoky room The smell of wine and cheap perfume For a smile they can share the night It goes on and on and on and on [Chorus] Strangers waitin' Up and down the boulevard Their shadows searchin' in the night Streetlight people Livin' just to find emotion Hidin' somewhere in the night [Verse 3] Workin' hard to get my fill Everybody wants a thrill Payin' anything to roll the dice Just one more time [Verse 4] Some will win some will lose Some are born to sing the blues Oh the movie never ends It goes on and on and on and on [Chorus] Strangers waitin' Up and down the boulevard Their shadows searchin' in the night Streetlight people Livin' just to find emotion Hidin' somewhere in the night [Guitar Solo] [Outro] Don't stop believin' Hold on to that feelin' Streetlight people Don't stop believin' Hold on Streetlight people Don't stop believin' Hold on to that feelin' Streetlight people
The Who,Baba O'Riley,1971,classic,It did well as a single… Read More [Intro] [Verse 1: Roger Daltrey] Out here in the fields I fight for my meals I get my back into my living I don't need to fight to prove I'm right I don't need to be forgiven yeah yeah yeah yeah yeah [Interlude] [Bridge: Pete Townshend] Don't cry don't raise your eye It's only teenage wasteland [Verse 2: Roger Daltrey] Sally take my hand we'll travel south 'cross land Put out the fire and don't look past my shoulder The exodus is here the happy ones are near Let's get together before we get much older [Chorus: Roger Daltrey] Teenage wasteland it's only teenage wasteland Teenage wasteland oh yeah Teenage wasteland They're all wasted [Instrumental Outro]
Steve Miller Band,The Joker,1973,classic,Some people call me the space cowboy yeah Some call me the gangster of love Some people call me Maurice 'Cause I speak of the pompatus of love [Verse 2] People talk about me baby Say I'm doing you wrong doing you wrong Well don't you worry baby don't worry 'Cause I'm right here right here right here right here at home [Chorus] 'Cause I'm a picker I'm a grinner I'm a lover and I'm a sinner I play my music in the sun I'm a joker I'm a smoker I'm a midnight toker I sure don't want to hurt no one I'm a picker I'm a grinner I'm a lover and I'm a sinner I play my music in the sun I'm a joker I'm a smoker I'm a midnight toker I get my lovin' on the run Woo-ooh woo-ooh [Guitar Solo] [Verse 3] You're the cutest thing that I ever did see I really love your peaches wanna shake your tree Lovey-dovey lovey-dovey lovey-dovey all the time Oee baby I'll sure show you a good time [Chorus] 'Cause I'm a picker I'm a grinner I'm a lover and I'm a sinner I play my music in the sun I'm a joker I'm a smoker I'm a midnight toker I get my lovin' on the run I'm a picker I'm a grinner I'm a lover and I'm a sinner I play my music in the sun I'm a joker I'm a smoker I'm a midnight toker I sure don't want to hurt no one [Guitar Solo] [Bridge] Woo-ooh woo-ooh [Outro] People keep talking about me baby Say I'm doing you wrong Well don't you worry don't worry no don't worry mama 'Cause I'm right here at home You're the cutest thing I ever did see Really love your peaches wanna shake your tree Lovey-dovey lovey-dovey lovey-dovey all the time C'mon baby now I'll show you a good time
Paul Simon,50 Ways to Leave Your Lover,1975,classic,"The song was written after Paul Simon’s divorce from his first wife Peggy Harper. It was… Read More [Verse 1] ""The problem is all inside your head "" she said to me ""The answer is easy if you take it logically I'd like to help you in your struggle to be free There must be fifty ways to leave your lover"" She said ""It's really not my habit to intrude Furthermore I hope my meaning won't be lost or misconstrued But I'll repeat myself at the risk of being crude There must be fifty ways to leave your lover"" Fifty ways to leave your lover [Chorus] You just slip out the back Jack Make a new plan Stan You don't need to be coy Roy Just get yourself free Hop on the bus Gus You don't need to discuss much Just drop off the key Lee And get yourself free Ooh slip out the back Jack Make a new plan Stan You don't need to be coy Roy You just listen to me Hop on the bus Gus You don't need to discuss much Just drop off the key Lee And get yourself free [Verse 2] She said ""It grieves me so to see you in such pain I wish there was something I could do to make you smile again"" I said ""I appreciate that and would you please explain About the fifty ways?"" She said ""Why don't we both just sleep on it tonight And I believe in the morning you'll begin to see the light"" And then she kissed me and I realized she probably was right There must be fifty ways to leave your lover Fifty ways to leave your lover [Chorus] You just slip out the back Jack Make a new plan Stan You don't need to be coy Roy Just get yourself free Oh you hop on the bus Gus You don't need to discuss much Just drop off the key Lee And get yourself free Slip out the back Jack Make a new plan Stan You don't need to be coy Roy You just listen to me Hop on the bus Gus You don't need to discuss much Just drop off the key Lee And get yourself free"
Huey Lewis & The News,The Power Of Love,2006,classic,The power of love is a curious thing Make a one man weep make another man sing Change a hawk to a little white dove More than a feeling; that's the power of love [Verse 2] Tougher than diamonds rich like cream Stronger and harder than a bad girl's dream Make a bad one good make a wrong one right Power of love that keeps you home at night [Chorus 1] It don't need money don't take fame Don't need no credit card to ride this train It's strong and it's sudden and it's cruel sometimes But it might just save your life That's the power of love That's the power of love [Verse 3] First time you feel it it might make you sad Next time you feel it it might make you mad But you'll be glad baby when you've found That's the power makes the world go 'round [Chorus 1] And it don't take money don't take fame Don't need no credit card to ride this train It's strong and it's sudden and it can be cruel sometimes But it might just save your life [Bridge] They say that all in love is fair Yeah but you don't care But you know what to do When it gets hold of you And with a little help from above You feel the power of love You feel the power of love Can you feel it? Hmm-mm hmm [Guitar Solo] [Chorus 2] It don't take money and it don't take fame Don't need no credit card to ride this train Tougher than diamonds and stronger than steel You won't feel nothin' 'til you feel You feel the power just feel the power of love That's the power that's the power of love [Outro] You feel the power of love You feel the power of love Feel the power of love
Atif Aslam,Pehli Dafa,2017,classic,दिल कहे कहानियाँ पहली दफ़ा अरमानों में रवानियाँ पहली दफ़ा हो गया बेगाना मैं होश से पहली दफ़ा प्यार को पहचाना अहसास है ये नया [Chorus] सुना है सुना है ये रस्म-ए-वफ़ा है जो दिल पे नशा है वो पहली दफ़ा है सुना है सुना है ये रस्म-ए-वफ़ा है जो दिल पे नशा है वो पहली दफ़ा है [Verse 1] कभी दर्द सी कभी ज़र्द सी ज़िंदगी बेनाम थी कहीं चाहतें हुई मेहरबाँ हाथ बढ़ के थामती इक वो नज़र इक वो निगाह रूह में शामिल इस तरह बन गया अफ़साना इक बात से पहली दफ़ा पा लिया है ठिकाना बाँहों की है पनाह [Chorus] सुना है सुना है ये रस्म-ए-वफ़ा है जो दिल पे नशा है वो पहली दफ़ा है सुना है सुना है (सुना है सुना है) ये रस्म-ए-वफ़ा है (ये रस्म-ए-वफ़ा है) जो दिल पे नशा है (जो दिल पे नशा है) वो पहली दफ़ा है (वो पहली दफ़ा है) [Verse 2] लगे बेवजह अल्फाज़ जो वो ज़रूरत हो गए तक़दीर के कुछ फ़ैसले जो गनीमत हो गए बदला हुआ हर पल है रहती खुमारी हर जगह प्यार था अनजाना हुआ साथ में पहली दफ़ा ये असर अब जाना क्या रंग है ये चढ़ा? [Chorus] सुना है सुना है ये रस्म-ए-वफ़ा है जो दिल पे नशा है वो पहली दफ़ा है सुना है सुना है ये रस्म-ए-वफ़ा है जो दिल पे नशा है वो पहली दफ़ा है
Yusuf / Cat Stevens,Father And Son,1970,classic,In “Father… Read More [Verse 1: Father] It's not time to make a change Just relax take it easy You're still young that's your fault There's so much you have to know Find a girl settle down If you want you can marry Look at me I am old but I'm happy I was once like you are now And I know that it's not easy To be calm When you've found something going on But take your time think a lot Why think of everything you've got For you will still be here tomorrow But your dreams may not [Verse 2: Son] How can I try to explain? When I do he turns away again It's always been the same Same old story From the moment I could talk I was ordered to listen Now there's a way And I know that I have to go away I know I have to go [Guitar Solo] [Verse 3: Father & (Son)] It's not time to make a change (Away away away) Just sit down take it slowly You're still young that's your fault (I know) There's so much you have to go through (I have to make this decision) Find a girl settle down (Alone) If you want you can marry Look at me (No) I am old but I'm happy [Verse 4: Son & (Father)] All the times that I've cried (Stay stay stay) Keeping all the things I knew inside It's hard But it's harder to ignore it (Why must you go) If they were right I'd agree (And make this decision) But it's them they know not me (Alone) Now there's a way And I know that I have to go away I know I have to go
Jimi Hendrix,All Along the Watchtower,1968,classic,"""There must be some kind of way out of here"" Said the joker to the thief ""There's too much confusion I can't get no relief Businessmen they drink my wine Plowmen dig my earth None will level on the line Nobody offered his word "" hey [Guitar Solo] [Verse 2] ""No reason to get excited"" The thief he kindly spoke ""There are many here among us Who feel that life is but a joke but uh But you and I we've been through that And this is not our fate So let us stop talking falsely now The hour's getting late hey [Guitar Solo] [Interlude] Hey [Verse 3] All along the watchtower Princes kept the view While all the women came and went Barefoot servants too well uh Outside in the cold distance A wildcat did growl Two riders were approaching And the wind began to howl hey [Outro] All along the watchtower Beware! All along the watchtower"
Bryan Adams,Run To You,1984,classic,She says her love for me could never die But that'd change if she ever found out about you and I [Pre-Chorus] Oh but her love is cold Wouldn't hurt her if she didn't know 'cause When it gets too much I need to feel your touch [Chorus] I'm gonna run to you I'm gonna run to you 'Cause when the feeling's right I'm gonna run all night I'm gonna run to you [Verse 2] She's got a heart of gold she'd never let me down But you're the one that always turns me on you keep me comin' 'round [Pre-Chorus] I know her love is true But it's so damn easy makin' love to you I got my mind made up I need to feel your touch [Chorus] I'm gonna run to you Yeah I'm gonna run to you 'Cause when the feeling's right I'm gonna stay all night I'm gonna run to you Yeah I'm gonna run to you Oh when the feeling's right I'm gonna run all night I'm gonna run to you [Interlude] When the feeling's right Ooohh [Chorus] Oh I'm gonna run to you Yeah I'm gonna run to you 'Cause when the feeling's right I'm gonna stay all night I'm gonna run to you Oh I'm gonna run to you Yeah when the feeling's right I'm gonna stay all night Oh when the feeling's right now Oh yeah when the feeling's right now I'm gonna run to you Oh oh Yeah I'm gonna run to you Yeah now Oh I'm gonna run to you run to you Yeah I'm gonna run to you
Bob Seger,Old Time Rock & Roll,1978,classic,Just take those old records off the shelf I'll sit and listen to 'em by myself Today's music ain't got the same soul I like that old time rock and roll [Verse 2] Don't try to take me to a disco You'll never even get me out on the floor In ten minutes I'll be late for the door I like that old time rock and roll [Chorus] Still like that old time rock and roll That kind of music just soothes the soul I reminisce about the days of old With that old time rock and roll [Instrumental Break] [Guitar Solo] [Verse 3] Won't go to hear 'em play a tango I'd rather hear some blues or funky old soul There's only one sure way to get me to go Start playin' old time rock and roll [Verse 4] Call me a relic call me what you will Say I'm old-fashioned say I'm over the hill Today's music ain't got the same soul I like that old time rock and roll [Chorus] Still like that old time rock and roll That kind of music just soothes the soul I reminisce about the days of old With that old time rock and roll [Instrumental Break] [Saxophone Solo] [Chorus] Still like that old time rock and roll That kind of music just soothes the soul I reminisce about the days of old With that old time rock and roll Still like that old time rock and roll That kind of music just soothes the soul I reminisce about the days of old With that old time rock and roll hey [Outro] Still like that old time rock and roll That kind of music just soothes the soul I reminisce about the days of old With that old time rock and roll Still like that old time rock and roll
Aerosmith,Walk This Way,1975,classic,"Backstroke lover Always hidin' 'neath the covers 'Til I talked to your daddy he say He said ""You ain't seen nothin' 'Til you're down on a muffin Then you're sure to be a-changin' your ways"" I met a cheerleader Was a real young bleeder Oh the times I could reminisce 'Cause the best things of lovin' With her sister and her cousin Only started with a little kiss Like this [Pre-Chorus] Seesaw swingin' with the boys in the school And your feet flyin' up in the air Singing hey diddle diddle With your kitty in the middle Of the swing like you didn't care So I took a big chance At the high school dance With a missy who was ready to play Wasn't me she was foolin' 'Cause she knew what she was doin' And I know love was here to stay When she told me to [Chorus] Walk this way Walk this way Walk this way Walk this way Walk this way Walk this way Walk this way Walk this way Just give me a kiss [Guitar Solo] [Post-Chorus] Like this [Verse 2] Schoolgirl sweetie with the classy kinda sassy Little skirt's climbin' way up the knee There was three young ladies in the school gym locker When I noticed they was lookin' at me I was a high school loser never made it with a lady 'Til the boys told me somethin' I missed Then my next door neighbor with a daughter had a favor So I gave her just a little kiss Like this [Pre-Chorus] Seesaw swingin' with the boys in the school And your feet flyin' up in the air Singing hey diddle diddle With your kitty in the middle Of the swing like you didn't care So I took a big chance At the high school dance With a missy who was ready to play Wasn't me she was foolin' 'Cause she knew what she was doin' When she told me how to walk this way She told me to [Chorus] Walk this way Talk this way Walk this way Walk this way Walk this way Walk this way Walk this way Talk this way Just give me a kiss [Guitar Solo] [Post-Chorus] Like this [Instrumental Outro] [Guitar Solo]"
Zach Bryan,American Nights,2024,classic,Screen door cracked the ball game on Man on the porch singin' baritone Tan line leads to that gentle place Between her collarbone and her stone-cold face [Verse 2] Dockhand boys all say goodbye To the women that they swear are gonna be their wives They’ll be gone by the wintertime And they don't wanna bother with no friend of mine [Chorus] Wet hot American nights Shake your body dry under coastline light Wet hot American nights We snuck our Fords to the shore and drank a bottle bone-dry We snuck our Fords to the shore and drank a bottle bone-dry [Verse 3] Davey got back from his first tour He ain't the same boy that he was before Twenty’s too young to nearly die American boys are a friend of mine [Verse 4] Delco Danny cut a deal with the dealer That he met out at the Rivers Casino He got caught countin' cards then them spades broke his heart Then the Point Breeze boys broke his nose Heard Mary got that job that she wanted out of town She was better than the sum of all of us anyhow She still stops by whenever she can She's tougher than my brother with a balled left hand [Chorus] Wet hot American nights Shake your body off under coastline light Wet hot American nights We snuck our Fords to the shore and drank a bottle bone-dry We snuck our Fords to the shore and drank a bottle bone-dry [Outro] Screen door cracked with the ball game on Man on the porch singin' baritone Tan line leads to that gentle place Between her collarbone and her stone-cold face
Tom Petty,I Won't Back Down,1989,classic,It really frightened… Read More [Verse 1] Well I won't back down No I won't back down You can stand me up at the gates of Hell But I won't back down No I'll stand my ground Won't be turned around And I'll keep this world from draggin' me down Gonna stand my ground And I won't back down [Chorus] (I won't back down) Hey baby there ain't no easy way out (I won't back down) Hey I will stand my ground (Ooh) And I won't back down [Verse 2] Well I know what's right I got just one life In a world that keeps on pushin' me around But I'll stand my ground And I won't back down [Chorus] (I won't back down) Hey baby there ain't no easy way out (I won't back down) Hey I will stand my ground (Ooh I won't back down) And I won't back down [Instrumental Break] [Chorus] (I won't back down) Hey baby there ain't no easy way out (I won't back down) Hey I won't back down (Ooh) (I won't back down) Hey baby there ain't no easy way out (I won't back down) Hey I will stand my ground (Ooh I won't back down) And I won't back down (I won't back down) No I won't back down
Queen,Somebody To Love - Remastered 2011,1976,classic,Can anybody find me somebody to love? [Verse 1] Ooh each morning I get up I die a little Can barely stand on my feet (Take a look at yourself) Take a look in the mirror and cry (In the mirror and cry yeah yeah) Lord what you're doing to me I have spent all my years in believing you But I just can't get no relief Lord [Chorus] Somebody (Somebody) Ooh somebody (Somebody) Can anybody find me somebody to love? Yeah [Verse 2] I work hard (He works hard) Every day of my life I work 'til I ache my bones At the end (At the end of the day) I take home my hard-earned pay all on my own (Goes home goes home on his own) I get down (Down) on my knees (Knees) And I start to pray (Praise the Lord) 'Til the tears run down from my eyes Lord [Chorus] Somebody (Somebody) Ooh somebody (Please) Can anybody find me somebody to love? [Bridge] (He works hard) Everyday (Everyday) I try and I try and I try But everybody wants to put me down They say I'm goin' crazy They say I got a lot of water in my brain No I got no common sense (He's got) Got nobody left to believe (No no no no) [Guitar Solo] [Chorus] (Ooh Lord) Ooh somebody Ooh (Somebody) Anybody find me somebody to love? (Can anybody find me someone to love?) [Verse 3] Got no feel I got no rhythm I just keep losing my beat (Just keep losing and losing) I'm okay I'm alright (He's alright he's alright) I ain't gonna face no defeat (Yeah yeah) I just gotta get out of this prison cell Someday I'm gonna be free Lord [Outro] Find me somebody to love Find me somebody to love Find me somebody to love Find me somebody to love Find me somebody to love Find me somebody to love Find me somebody to love Find me somebody to love Find me somebody to love Find me somebody to love Somebody (Somebody) Somebody (Somebody) Somebody (Find me) (Somebody find me somebody to love) Can (Anybody find me) Somebody to love? (Find me somebody to love) Ooh (Find me somebody to love) Every somebody (Find me somebody to love) Somebody somebody somebody to love (Find me somebody to love) Find me find me find me find me find me somebody to love (Find me somebody to love) Ooh (Find me somebody to love) Somebody find me find me somebody to love (Find me somebody to love) Anybody anywhere anybody find me somebody to love Find me find me find me
Chuck Berry,Johnny B. Goode,1959,classic,"Deep down in Louisiana close to New Orleans Way back up in the woods among the evergreens There stood a log cabin made of earth and wood Where lived a country boy named Johnny B. Goode Who never ever learned to read or write so well But he could play a guitar just like a-ringin' a bell [Chorus] Go go Go Johnny go go Go Johnny go go Go Johnny go go Go Johnny go go Johnny B. Goode [Verse 2] He used to carry his guitar in a gunny sack Go sit beneath the tree by the railroad track Oh the engineers would see him sittin' in the shade Strummin' with the rhythm that the drivers made People passin' by they would stop and say ""Oh my but that little country boy could play"" [Chorus] Go go Go Johnny go go Go Johnny go go Go Johnny go go Go Johnny go go Johnny B. Goode [Guitar Solo] [Verse 3] His mother told him ""Someday you will be a man And you will be the leader of a big ol' band Many people coming from miles around To hear you play your music when the sun go down Maybe someday your name will be in lights Sayin' 'Johnny B. Goode Tonight'"" [Chorus] Go go Go Johnny go Go go go Johnny go Go go go Johnny go Go go go Johnny go Go Johnny B. Goode"
Roberta Flack,Killing Me Softly With His Song,1973,classic,Roberta Flack first heard the song on a flight from Los Angeles to New York City (where Lori Lieberman’s… Read More [Chorus] Strummin' my pain with his fingers Singin' my life with his words Killing me softly with his song Killing me softly with his song Tellin' my whole life with his words Killing me softly with his song [Verse 1] I heard he sang a good song I heard he had a style And so I came to see him To listen for a while And there he was this young boy A stranger to my eyes [Chorus] Strummin' my pain with his fingers Singin' my life with his words Killing me softly with his song Killing me softly with his song Tellin' my whole life with his words Killing me softly with his song [Verse 2] I felt all flushed with fever Embarrassed by the crowd I felt he found my letters And read each one out loud I prayed that he would finish But he just kept right on [Chorus] Strummin' my pain with his fingers Singin' my life with his words Killing me softly with his song Killing me softly with his song Tellin' my whole life with his words Killing me softly with his song [Verse 3] He sang as if he knew me In all my dark despair And then he looked right through me As if I wasn't there And he just kept on singin' Singin' clear and strong [Chorus] Strummin' my pain with his fingers Singin' my life with his words Killing me softly with his song Killing me softly with his song Tellin' my whole life with his words Killing me softly with his song [Bridge] Oh oh-oh oh-oh-oh oh-oh oh-oh La-la-la la-la Oh oh-oh oh oh-oh La-ah ah la La ah-ah ah-ah-ah-ah [Chorus] Strummin' my pain with his fingers Singin' my life with his words Killing me softly with his song Killing me softly with his song Tellin' my whole life with his words Killing me softly [Outro] He was strummin' my pain Yeah he was singin' my life Killing me softly with his song Killing me softly with his song Tellin' my whole life with his words Killing me softly with his song
TOTO,Rosanna,1982,classic,[Verse 1: Steve Lukather & Bobby Kimball] All I wanna do when I wake up in the morning is see your eyes Rosanna Rosanna I never thought that a girl like you could ever care for me Rosanna All I wanna do in the middle of the evening is hold you tight Rosanna Rosanna I didn't know you were looking for more than I could ever be [Pre-Chorus] Not quite a year since she went away Rosanna yeah Now she's gone and I have to say [Chorus] Meet you all the way Meet you all the way Rosanna yeah Meet you all the way Meet you all the way Rosanna yeah [Verse 2: Steve Lukather & Bobby Kimball] I can see your face still shining through the window on the other side Rosanna Rosanna I didn't know that a girl like you could make me feel so sad Rosanna All I want to tell you is now you'll never ever have to compromise Rosanna Rosanna I never thought that losing you could ever hurt so bad [Pre-Chorus] Not quite a year since she went away Rosanna yeah Now she's gone and I have to say [Chorus] Meet you all the way Meet you all the way Rosanna yeah Meet you all the way Meet you all the way Rosanna yeah ​[Bridge​] [Pre-Chorus] Not quite a year since she went away Rosanna yeah Now she's gone and I have to say [Chorus] Meet you all the way Meet you all the way Rosanna yeah Meet you all the way Meet you all the way Rosanna yeah Meet you all the way Meet you all the way Rosanna yeah Meet you all the way Meet you all the way Rosanna yeah [​​​Outro]​
Blue Swede,Hooked On A Feeling,1973,classic,Ooga-Chaka Ooga-Ooga Ooga-Chaka Ooga-Ooga Ooga-Chaka Ooga-Ooga Ooga-Chaka Ooga-Ooga [Verse 1: Björn Skifs & (Blue Swede)] I can't stop this feelin' (Ooga-Chaka Ooga-Ooga) Deep inside of me (Ooga-Chaka Ooga-Ooga) Girl you just don't realize (Ooga-Chaka Ooga-Ooga) What you do to me (Ooga-Chaka Ooga-Ooga) When you hold me (Ooga-Chaka Ooga-Ooga) In your arms so tight (Ooga-Chaka Ooga-Ooga) You let me know (Ooga-Chaka Ooga-Ooga) Everything's alright (Ooga-Chaka Ooga-Ooga) [Chorus: Björn Skifs] I'm hooked on a feelin' I'm high on believin' That you're in love with me [Verse 2: Björn Skifs] Lips as sweet as candy Its taste is on my mind Girl you got me thirsty For another cup of wine Got a bug from you girl But I don't need no cure I just stay a victim If I can for sure [Pre-Chorus: Björn Skifs & (Blue Swede)] All the good love (Ooga-Chaka Ooga-Ooga) When we're all alone (Ooga-Chaka Ooga-Ooga) Keep it up girl (Ooga-Chaka Ooga-Ooga) Yeah you turn me on (Ooga-Chaka Ooga-Ooga) [Chorus: Björn Skifs] I'm hooked on a feelin' I'm high on believin' That you're in love with me [Pre-Chorus & Refrain: Björn Skifs] All the good love When we're all alone Keep it up girl Yeah you turn me on [Chorus: Björn Skifs] I'm hooked on a feelin' I'm high on believin' That you're in love with me [Outro: Björn Skifs] I'm hooked on a feelin' I'm high on believin' That you're in love with me I said I'm hooked on a feelin' And I'm high on believin' That you're in love with me Hooked on a feelin'
Toby Keith,As Good As I Once Was,2005,classic,"She said ""I've seen you in here before."" I said ""I've been here a time or two."" She said ""Hello my name is Bobby Jo Meet my twin sister Betty Lou And we're both feeling kinda wild tonight You're the only cowboy in this place And if you're up for a rodeo I'll put a big Texas smile on your face"" I said ""Girls "" [Chorus] I ain't as good as I once was I got a few years on me now But there was a time back in my prime When I could really lay it down And if you need some love tonight Then I might have just enough I ain't as good as I once was But I'm as good once as I ever was [Verse 2] I still hang out with my best friend Dave I've known him since we were kids at school Last night he had a few shots Got in a tight spot hustling a game of pool With a couple of redneck boys One great big bad biker man I heard David yell across the room ""Hey buddy how 'bout a helping hand?"" I said ""Dave "" [Chorus] I ain't as good as I once was My how the years have flown But there was a time back in my prime When I could really hold my own But if you wanna fight tonight Guess those boys don't look all that tough I ain't as good as I once was But I'm as good once as I ever was [Bridge] I used to be hell on wheels Back when I was a younger man Now my body says ""You can't do this boy"" But my pride says ""Oh yes you can"" [Chorus] I ain't as good as I once was That's just the cold hard truth I still throw a few back talk a little smack When I'm feeling bullet proof So don't double dog dare me now Cause I'd have to call your bluff I ain't as good as I once was But I'm as good once as I ever was May not be good as I once was But I'm as good once as I ever was"
